2023-08-10 05:18:50,2345,Running: quickLoad.go
2023-08-10 05:18:51,2345,Refueling complete
2023-08-10 05:18:52,2345,loading complete: missiles
2023-08-10 05:19:00,2345,Running: takeoff.go
2023-08-10 05:19:00,2345,Refueling complete
2023-08-10 05:19:02,2345,loading complete: missiles
2023-08-10 05:19:07,2345,Taking off ...
2023-08-10 05:21:07,2345,Running: takeoff.go
2023-08-10 05:28:22,2345,Running: takeoff.go
2023-08-10 05:28:22,2345,Refueling complete
2023-08-10 05:28:22,2345,loading complete: missiles
2023-08-10 05:28:27,2345,Taking off ...
2023-08-10 05:28:53,2345,Running: takeoff.go
2023-08-10 05:30:45,2345,Running: takeoff.go
2023-08-10 05:32:03,2345,Running: takeoff.go
2023-08-10 05:32:45,2345,Running: takeoff.go
2023-08-10 05:34:22,2345,Running: takeoff.go
2023-08-10 05:34:48,2345,Running: takeoff.go
2023-08-10 05:36:23,2345,Running: takeoff.go
2023-08-10 05:40:42,2345,Running: takeoff.go
2023-08-10 05:45:03,2345,Running: takeoff.go
2023-08-10 05:47:04,2345,Running: takeoff.go
2023-08-10 05:49:02,2345,Running: takeoff.go
2023-08-10 05:49:18,2345,Running: takeoff.go
2023-08-10 05:51:35,2345,Running: takeoff.go
2023-08-10 05:56:03,2345,Running: takeoff.go
2023-08-10 05:59:10,2345,Running: takeoff.go
2023-08-10 05:59:54,2345,Running: takeoff.go
2023-08-10 06:01:31,2345,Running: takeoff.go
2023-08-10 06:02:44,2345,Running: takeoff.go
2023-08-10 06:04:10,2345,Running: takeoff.go
2023-08-10 06:08:30,2345,Running: takeoff.go
2023-08-10 06:08:34,2345,Running: takeoff.go
2023-08-10 06:09:43,2345,Running: takeoff.go
2023-08-10 06:10:54,2345,Running: takeoff.go
2023-08-10 06:12:01,2345,Running: takeoff.go
