2023-08-10 11:24:34,2526,Running: takeoff.go
2023-08-10 11:48:04,2526,Running: takeoff.go
2023-08-10 12:04:08,2526,Running: takeoff.go
2023-08-10 12:06:28,2526,Running: takeoff.go
2023-08-10 12:24:27,2526,Running: takeoff.go
2023-08-10 12:24:28,2526,Refueling complete
2023-08-10 12:24:29,2526,Loading complete: phosphex (god help us all)
2023-08-10 12:24:34,2526,Taking off ...
2023-08-10 12:25:54,2526,Running: takeoff.go
2023-08-10 12:27:00,2526,Running: takeoff.go
2023-08-10 13:10:51,2526,Running: takeoff.go
2023-08-10 13:24:12,2526,Running: takeoff.go
2023-08-10 13:24:12,2526,Refueling complete
2023-08-10 13:24:13,2526,Loading complete: phosphex (god help us all)
2023-08-10 13:24:18,2526,Taking off ...
2023-08-10 13:25:04,2526,Running: takeoff.go
