2023-08-10 10:18:20,2523,Running: takeoff.go
2023-08-10 10:18:20,2523,Refueling complete
2023-08-10 10:18:21,2523,Loading complete: phosphex (god help us all)
2023-08-10 10:18:26,2523,Taking off ...
2023-08-10 10:19:05,2523,Running: takeoff.go
2023-08-10 10:21:05,2523,Running: takeoff.go
2023-08-10 11:24:34,2523,Running: takeoff.go
2023-08-10 11:44:17,2523,Running: takeoff.go
2023-08-10 11:47:04,2523,Running: takeoff.go
2023-08-10 11:53:45,2523,Running: takeoff.go
2023-08-10 11:56:21,2523,Running: takeoff.go
2023-08-10 11:59:18,2523,Running: takeoff.go
2023-08-10 12:00:05,2523,Running: takeoff.go
2023-08-10 12:13:54,2523,Running: takeoff.go
2023-08-10 12:24:27,2523,Running: takeoff.go
2023-08-10 12:24:28,2523,Refueling complete
2023-08-10 12:24:29,2523,Loading complete: phosphex (god help us all)
2023-08-10 12:24:34,2523,Taking off ...
2023-08-10 12:25:54,2523,Running: takeoff.go
2023-08-10 12:26:59,2523,Running: takeoff.go
