2023-08-09 18:33:15,2212,Running: quickLoad.go
2023-08-09 18:33:15,2212,Refueling complete
2023-08-09 18:33:16,2212,loading complete: missiles
2023-08-09 18:33:17,2212,loading complete: bombs
2023-08-10 05:18:50,2212,Running: quickLoad.go
2023-08-10 05:18:50,2212,Refueling complete
2023-08-10 05:18:51,2212,loading complete: missiles
2023-08-10 05:18:52,2212,loading complete: bombs
2023-08-10 05:19:00,2212,Running: takeoff.go
2023-08-10 05:19:00,2212,Refueling complete
2023-08-10 05:19:00,2212,loading complete: missiles
2023-08-10 05:19:02,2212,loading complete: bombs
2023-08-10 05:19:07,2212,Taking off ...
2023-08-10 06:43:04,2212,Running: quickLoad.go
2023-08-10 06:43:05,2212,Refueling complete
2023-08-10 06:43:06,2212,loading complete: missiles
2023-08-10 06:43:07,2212,loading complete: bombs
2023-08-10 06:46:42,2212,Running: takeoff.go
2023-08-10 06:46:43,2212,Refueling complete
2023-08-10 06:46:44,2212,loading complete: missiles
2023-08-10 06:46:45,2212,loading complete: bombs
2023-08-10 06:46:50,2212,Taking off ...
2023-08-10 09:05:22,2212,Running: takeoff.go
2023-08-10 09:05:23,2212,Refueling complete
2023-08-10 09:05:24,2212,loading complete: missiles
2023-08-10 09:05:25,2212,loading complete: bombs
2023-08-10 09:05:30,2212,Taking off ...
2023-08-10 09:07:21,2212,Running: takeoff.go
2023-08-10 09:08:56,2212,Running: takeoff.go
2023-08-10 09:09:23,2212,Running: takeoff.go
2023-08-10 09:10:17,2212,Running: takeoff.go
2023-08-10 09:11:20,2212,Running: takeoff.go
2023-08-10 11:05:55,2212,Running: takeoff.go
