2023-08-09 16:02:38,2355,Running: takeoff.go
2023-08-09 16:07:19,2355,Running: quickLoad.go
2023-08-09 16:07:20,2355,Refueling complete
2023-08-09 16:07:20,2355,loading complete: missiles
2023-08-09 16:07:20,2355,loading complete: bombs
2023-08-10 05:18:50,2355,Running: quickLoad.go
2023-08-10 05:18:51,2355,Refueling complete
2023-08-10 05:18:52,2355,loading complete: missiles
2023-08-10 05:18:53,2355,loading complete: bombs
2023-08-10 05:19:00,2355,Running: takeoff.go
2023-08-10 05:19:00,2355,Refueling complete
2023-08-10 05:19:02,2355,loading complete: missiles
2023-08-10 05:19:03,2355,loading complete: bombs
2023-08-10 05:19:08,2355,Taking off ...
2023-08-10 05:21:06,2355,Running: takeoff.go
2023-08-10 06:50:06,2355,Running: takeoff.go
2023-08-10 06:50:08,2355,Refueling complete
2023-08-10 06:50:13,2355,loading complete: missiles
2023-08-10 06:50:19,2355,loading complete: bombs
2023-08-10 06:50:24,2355,Taking off ...
2023-08-10 06:50:26,2355,Error during takeoff
2023-08-10 06:50:30,2355,Error during mode change
2023-08-10 06:50:32,2355,Error during navigation:Unable to connect to vehicle (2355: 10.59.228.57:2789)
2023-08-10 06:51:36,2355,Running: takeoff.go
2023-08-10 06:55:03,2355,Running: takeoff.go
2023-08-10 07:22:22,2355,Running: takeoff.go
2023-08-10 07:22:23,2355,Refueling complete
2023-08-10 07:22:23,2355,loading complete: missiles
2023-08-10 07:22:24,2355,loading complete: bombs
2023-08-10 07:22:29,2355,Taking off ...
2023-08-10 07:24:40,2355,Running: takeoff.go
2023-08-10 07:29:38,2355,Running: takeoff.go
2023-08-10 07:31:17,2355,Running: takeoff.go
2023-08-10 07:33:00,2355,Running: takeoff.go
2023-08-10 07:35:50,2355,Running: takeoff.go
2023-08-10 07:37:59,2355,Running: takeoff.go
2023-08-10 07:39:48,2355,Running: takeoff.go
2023-08-10 07:40:27,2355,Running: takeoff.go
2023-08-10 07:42:27,2355,Running: takeoff.go
2023-08-10 07:44:43,2355,Running: takeoff.go
2023-08-10 07:47:55,2355,Running: takeoff.go
2023-08-10 08:05:33,2355,Running: takeoff.go
2023-08-10 08:05:51,2355,Running: takeoff.go
2023-08-10 08:15:54,2355,Running: takeoff.go
2023-08-10 08:15:55,2355,Refueling complete
2023-08-10 08:15:55,2355,loading complete: missiles
2023-08-10 08:15:56,2355,loading complete: bombs
2023-08-10 08:16:01,2355,Taking off ...
2023-08-10 08:17:22,2355,Running: takeoff.go
2023-08-10 08:23:53,2355,Running: takeoff.go
2023-08-10 08:24:35,2355,Running: takeoff.go
2023-08-10 08:27:04,2355,Running: takeoff.go
2023-08-10 08:31:24,2355,Running: takeoff.go
2023-08-10 08:32:28,2355,Running: takeoff.go
2023-08-10 08:33:36,2355,Running: takeoff.go
2023-08-10 08:34:39,2355,Running: takeoff.go
2023-08-10 08:46:34,2355,Running: takeoff.go
2023-08-10 08:48:07,2355,Running: takeoff.go
2023-08-10 08:48:23,2355,Running: takeoff.go
2023-08-10 08:49:58,2355,Running: takeoff.go
2023-08-10 09:17:01,2355,Running: takeoff.go
2023-08-10 09:43:31,2355,Running: quickLoad.go
2023-08-10 09:43:31,2355,Refueling complete
2023-08-10 09:43:32,2355,loading complete: missiles
2023-08-10 09:43:32,2355,loading complete: bombs
