2023-08-09 15:47:52,2360,Running: takeoff.go
2023-08-09 15:47:52,2360,Refueling complete
2023-08-09 15:47:53,2360,loading complete: missiles
2023-08-09 15:47:55,2360,loading complete: bombs
2023-08-09 15:48:00,2360,Taking off ...
2023-08-09 15:48:53,2360,Running: takeoff.go
2023-08-09 15:52:02,2360,Running: takeoff.go
2023-08-09 15:54:04,2360,Running: takeoff.go
2023-08-09 15:58:19,2360,Running: takeoff.go
2023-08-09 16:07:19,2360,Running: quickLoad.go
2023-08-09 16:07:20,2360,Refueling complete
2023-08-09 16:07:20,2360,loading complete: missiles
2023-08-09 16:07:20,2360,loading complete: bombs
